featureid	f.var.fixed	f.var.random	f.var.residual	assay	icc
Saliva microbiome: ASVs.clr_ASV_9id_yjm_x6z	0.112972288041658	0.470892151428536	0.416135560529807	<b>Saliva microbiome</b>: ASVs.clr	0.470892151428536
Saliva microbiome: ASVs.clr_ASV_9ka_if8_tqn	0.0436931097825976	0.665720245438431	0.290586644778972	<b>Saliva microbiome</b>: ASVs.clr	0.665720245438431
Saliva microbiome: ASVs.clr_ASV_9p0_uxl_b16	0.0163519798607977	0.85087618309304	0.132771837046162	<b>Saliva microbiome</b>: ASVs.clr	0.85087618309304
Saliva microbiome: ASVs.clr_ASV_9pb_pgs_qnq	0.190432217238565	0.606251076045774	0.203316706715661	<b>Saliva microbiome</b>: ASVs.clr	0.606251076045774
Saliva microbiome: ASVs.clr_ASV_9pf_3re_een	0.0738976398912497	0.452532219986797	0.473570140121953	<b>Saliva microbiome</b>: ASVs.clr	0.452532219986797
Saliva microbiome: ASVs.clr_ASV_9rt_zgm_kgr	0.0554660376584925	0.311168782256895	0.633365180084612	<b>Saliva microbiome</b>: ASVs.clr	0.311168782256895
Saliva microbiome: ASVs.clr_ASV_9vy_wxw_2nz	0.0241223633194494	0.499511610142141	0.476366026538409	<b>Saliva microbiome</b>: ASVs.clr	0.499511610142141
Saliva microbiome: ASVs.clr_ASV_9xw_3f6_nft	0.065174902425845	0.814168488340455	0.1206566092337	<b>Saliva microbiome</b>: ASVs.clr	0.814168488340455
Saliva microbiome: ASVs.clr_ASV_9xz_3p1_em9	0.0549022289842225	0.262788679943179	0.682309091072598	<b>Saliva microbiome</b>: ASVs.clr	0.262788679943179
Saliva microbiome: ASVs.clr_ASV_9zz_fwj_fxb	0.0243477776143476	0.871287067883433	0.104365154502219	<b>Saliva microbiome</b>: ASVs.clr	0.871287067883433
Saliva microbiome: ASVs.clr_ASV_a8z_y3c_u8o	0.0699208136178859	0.5579862575737	0.372092928808414	<b>Saliva microbiome</b>: ASVs.clr	0.5579862575737
Saliva microbiome: ASVs.clr_ASV_abd_yhk_ffp	0.0412694348333057	0.696388626704027	0.262341938462667	<b>Saliva microbiome</b>: ASVs.clr	0.696388626704027
Saliva microbiome: ASVs.clr_ASV_aeq_g7k_nmf	0.0339032657801242	0.229362125690365	0.736734608529511	<b>Saliva microbiome</b>: ASVs.clr	0.229362125690365
Saliva microbiome: ASVs.clr_ASV_af7_rax_wok	0.0947336764786636	0.235367205449312	0.669899118072025	<b>Saliva microbiome</b>: ASVs.clr	0.235367205449312
Saliva microbiome: ASVs.clr_ASV_ahb_84i_yja	0.0260190788897722	0.532752974733438	0.441227946376789	<b>Saliva microbiome</b>: ASVs.clr	0.532752974733438
Saliva microbiome: ASVs.clr_ASV_aij_zwh_qkm	0.0284184035487165	0.648205056502072	0.323376539949212	<b>Saliva microbiome</b>: ASVs.clr	0.648205056502072
Saliva microbiome: ASVs.clr_ASV_ap6_zmm_vkr	0.0352503087213275	0.434623127244676	0.530126564033996	<b>Saliva microbiome</b>: ASVs.clr	0.434623127244676
Saliva microbiome: ASVs.clr_ASV_apf_706_2sp	0.0253943324025204	0.833985638045463	0.140620029552017	<b>Saliva microbiome</b>: ASVs.clr	0.833985638045463
Saliva microbiome: ASVs.clr_ASV_apt_yli_6vs	0.05614554654692	0.56989440421525	0.37396004923783	<b>Saliva microbiome</b>: ASVs.clr	0.56989440421525
Saliva microbiome: ASVs.clr_ASV_asz_57j_9fi	0.0413357443593554	0.325908444121912	0.632755811518732	<b>Saliva microbiome</b>: ASVs.clr	0.325908444121912
Saliva microbiome: ASVs.clr_ASV_ayf_gen_q26	0.012187460694925	0.282407839243149	0.705404700061926	<b>Saliva microbiome</b>: ASVs.clr	0.282407839243149
Saliva microbiome: ASVs.clr_ASV_azr_2ck_qe2	0.0417059075782726	0.627539648905562	0.330754443516166	<b>Saliva microbiome</b>: ASVs.clr	0.627539648905562
Saliva microbiome: ASVs.clr_ASV_b0h_pa0_kce	0.188963968104993	0.408317686111623	0.402718345783384	<b>Saliva microbiome</b>: ASVs.clr	0.408317686111623
Saliva microbiome: ASVs.clr_ASV_b1p_fev_d8s	0.113747779501506	0.524392102073929	0.361860118424565	<b>Saliva microbiome</b>: ASVs.clr	0.524392102073929
Saliva microbiome: ASVs.clr_ASV_b7q_cyi_b5s	0.0443289749461554	0.813444977068484	0.142226047985361	<b>Saliva microbiome</b>: ASVs.clr	0.813444977068484
Saliva microbiome: ASVs.clr_ASV_bb9_7gd_vv9	0.0331842666042003	0.689522118633631	0.277293614762168	<b>Saliva microbiome</b>: ASVs.clr	0.689522118633631
Saliva microbiome: ASVs.clr_ASV_bbd_5oy_a0o	0.0280725201663145	0.364661313699162	0.607266166134524	<b>Saliva microbiome</b>: ASVs.clr	0.364661313699162
Saliva microbiome: ASVs.clr_ASV_bf5_16o_63h	0.0397332498661797	0.891151363952205	0.0691153861816152	<b>Saliva microbiome</b>: ASVs.clr	0.891151363952205
Saliva microbiome: ASVs.clr_ASV_bhp_mti_qtg	0.0628434282454728	0.370409701884761	0.566746869869766	<b>Saliva microbiome</b>: ASVs.clr	0.370409701884761
Saliva microbiome: ASVs.clr_ASV_bi9_8yp_z9w	0.136866587902971	0.558323686142388	0.304809725954641	<b>Saliva microbiome</b>: ASVs.clr	0.558323686142388
Saliva microbiome: ASVs.clr_ASV_bqv_4bx_vrj	0.166230110963596	0.624710904750507	0.209058984285897	<b>Saliva microbiome</b>: ASVs.clr	0.624710904750507
Saliva microbiome: ASVs.clr_ASV_brl_wrf_pcf	0.0396102990245317	0.651601331099463	0.308788369876006	<b>Saliva microbiome</b>: ASVs.clr	0.651601331099463
Saliva microbiome: ASVs.clr_ASV_bwl_lhj_5vn	0.0757006733333609	0.790972666937473	0.133326659729166	<b>Saliva microbiome</b>: ASVs.clr	0.790972666937473
Saliva microbiome: ASVs.clr_ASV_byq_5y7_vhw	0.0443338619946611	0.661412546705121	0.294253591300218	<b>Saliva microbiome</b>: ASVs.clr	0.661412546705121
Saliva microbiome: ASVs.clr_ASV_c18_ber_zad	0.115315896732654	0.776973535558037	0.107710567709309	<b>Saliva microbiome</b>: ASVs.clr	0.776973535558037
Saliva microbiome: ASVs.clr_ASV_c3s_cz6_tqx	0.0880664449756583	0.66079375223018	0.251139802794161	<b>Saliva microbiome</b>: ASVs.clr	0.66079375223018
Saliva microbiome: ASVs.clr_ASV_c3t_hx8_kh9	0.148443695128153	0.33384719295498	0.517709111916867	<b>Saliva microbiome</b>: ASVs.clr	0.33384719295498
Saliva microbiome: ASVs.clr_ASV_c4g_55c_6l0	0.0189246811807122	0.766271421752811	0.214803897066477	<b>Saliva microbiome</b>: ASVs.clr	0.766271421752811
Saliva microbiome: ASVs.clr_ASV_c6z_42o_rc2	0.341690850354171	0.1299375380277	0.528371611618129	<b>Saliva microbiome</b>: ASVs.clr	0.1299375380277
Saliva microbiome: ASVs.clr_ASV_c8a_4gy_ziv	0.181413618495292	0.490411396700695	0.328174984804013	<b>Saliva microbiome</b>: ASVs.clr	0.490411396700695
Saliva microbiome: ASVs.clr_ASV_c8z_upi_cwe	0.0813748033153324	0.621184832870222	0.297440363814446	<b>Saliva microbiome</b>: ASVs.clr	0.621184832870221
Saliva microbiome: ASVs.clr_ASV_c9v_515_vl3	0.0477412572285868	0.752896056032402	0.199362686739011	<b>Saliva microbiome</b>: ASVs.clr	0.752896056032402
Saliva microbiome: ASVs.clr_ASV_ca2_t6o_b16	0.0223247068940684	0.53412344564787	0.443551847458061	<b>Saliva microbiome</b>: ASVs.clr	0.53412344564787
Saliva microbiome: ASVs.clr_ASV_cc0_bc7_sju	0.155344907042832	0.715325106863862	0.129329986093305	<b>Saliva microbiome</b>: ASVs.clr	0.715325106863862
Saliva microbiome: ASVs.clr_ASV_cd5_cdz_mqr	0.025394332402542	0.833985638045257	0.140620029552201	<b>Saliva microbiome</b>: ASVs.clr	0.833985638045257
Saliva microbiome: ASVs.clr_ASV_cdh_hwp_i87	0.0626268150765277	0.594549391594506	0.342823793328966	<b>Saliva microbiome</b>: ASVs.clr	0.594549391594506
Saliva microbiome: ASVs.clr_ASV_cge_4fb_bi1	0.137589879165191	0.695950276005169	0.16645984482964	<b>Saliva microbiome</b>: ASVs.clr	0.695950276005169
Saliva microbiome: ASVs.clr_ASV_cge_f3a_ulu	0.0696539970850305	0.156545390787332	0.773800612127637	<b>Saliva microbiome</b>: ASVs.clr	0.156545390787332
Saliva microbiome: ASVs.clr_ASV_clf_ibj_ql6	0.0653373474053205	0.360101568676254	0.574561083918426	<b>Saliva microbiome</b>: ASVs.clr	0.360101568676254
Saliva microbiome: ASVs.clr_ASV_cnx_gls_nbo	0.0480657205445088	0.482088437370754	0.469845842084737	<b>Saliva microbiome</b>: ASVs.clr	0.482088437370754
Saliva microbiome: ASVs.clr_ASV_cof_jy6_6li	0.0763009604598267	0.602686142192895	0.321012897347278	<b>Saliva microbiome</b>: ASVs.clr	0.602686142192895
Saliva microbiome: ASVs.clr_ASV_cqi_oue_ny4	0.100304210894305	0.488615752788763	0.411080036316932	<b>Saliva microbiome</b>: ASVs.clr	0.488615752788763
Saliva microbiome: ASVs.clr_ASV_crj_786_h9w	0.167845367262233	0.523733549948536	0.308421082789231	<b>Saliva microbiome</b>: ASVs.clr	0.523733549948536
Saliva microbiome: ASVs.clr_ASV_cvl_auf_oz6	0.0429728832496956	0.736282908078426	0.220744208671878	<b>Saliva microbiome</b>: ASVs.clr	0.736282908078426
Saliva microbiome: ASVs.clr_ASV_cyr_r5v_4bi	0.132948385776642	0.681198824556775	0.185852789666583	<b>Saliva microbiome</b>: ASVs.clr	0.681198824556775
Saliva microbiome: ASVs.clr_ASV_d67_txn_e52	0.11023356364173	0.154176928178307	0.735589508179963	<b>Saliva microbiome</b>: ASVs.clr	0.154176928178307
Saliva microbiome: ASVs.clr_ASV_d6f_1al_ox9	0.056567057317965	0.574929946894518	0.368502995787517	<b>Saliva microbiome</b>: ASVs.clr	0.574929946894518
Saliva microbiome: ASVs.clr_ASV_d6s_olf_kcc	0.0358258014248494	0.83535313720403	0.12882106137112	<b>Saliva microbiome</b>: ASVs.clr	0.83535313720403
Saliva microbiome: ASVs.clr_ASV_d7r_jr7_6kn	0.0755682905425317	0.603615123283436	0.320816586174032	<b>Saliva microbiome</b>: ASVs.clr	0.603615123283436
Saliva microbiome: ASVs.clr_ASV_ddf_p3q_3he	0.155293776304421	0.32654132327033	0.518164900425249	<b>Saliva microbiome</b>: ASVs.clr	0.32654132327033
Saliva microbiome: ASVs.clr_ASV_des_z79_wvp	0.0198821881307948	0.316737392663909	0.663380419205296	<b>Saliva microbiome</b>: ASVs.clr	0.316737392663909
Saliva microbiome: ASVs.clr_ASV_det_neo_t14	0.0534848978225258	0.352804919053558	0.593710183123917	<b>Saliva microbiome</b>: ASVs.clr	0.352804919053558
Saliva microbiome: ASVs.clr_ASV_dg6_xd8_fbb	0.0674314326210394	0.253496786238491	0.67907178114047	<b>Saliva microbiome</b>: ASVs.clr	0.253496786238491
Saliva microbiome: ASVs.clr_ASV_dlz_5ry_eav	0.0654278376350606	0.408926057991764	0.525646104373176	<b>Saliva microbiome</b>: ASVs.clr	0.408926057991764
Saliva microbiome: ASVs.clr_ASV_do5_whh_i60	0.0350696298782206	0.39327467843599	0.571655691685789	<b>Saliva microbiome</b>: ASVs.clr	0.39327467843599
Saliva microbiome: ASVs.clr_ASV_dp7_jzk_cyw	0.0702855982834745	0.51944939273594	0.410265008980585	<b>Saliva microbiome</b>: ASVs.clr	0.51944939273594
Saliva microbiome: ASVs.clr_ASV_drb_bhj_rz0	0.0263208353762559	0.567241682792093	0.406437481831651	<b>Saliva microbiome</b>: ASVs.clr	0.567241682792093
Saliva microbiome: ASVs.clr_ASV_dsc_wor_ehl	0.0537515435335981	0.705548823954856	0.240699632511546	<b>Saliva microbiome</b>: ASVs.clr	0.705548823954856
Saliva microbiome: ASVs.clr_ASV_dvj_8hn_js4	0.0461674734569967	0.519753850165252	0.434078676377751	<b>Saliva microbiome</b>: ASVs.clr	0.519753850165252
Saliva microbiome: ASVs.clr_ASV_dvv_xbt_9wg	0.0309745521529935	0.462135229686102	0.506890218160905	<b>Saliva microbiome</b>: ASVs.clr	0.462135229686102
Saliva microbiome: ASVs.clr_ASV_dvw_6oa_8gj	0.0490397052306148	0.643560900128436	0.307399394640949	<b>Saliva microbiome</b>: ASVs.clr	0.643560900128436
Saliva microbiome: ASVs.clr_ASV_dxc_w2a_gnw	0.0849166103136329	0.0287885861209761	0.886294803565391	<b>Saliva microbiome</b>: ASVs.clr	0.0287885861209761
Saliva microbiome: ASVs.clr_ASV_dy2_322_6st	0.110581786861996	0.459072518845337	0.430345694292667	<b>Saliva microbiome</b>: ASVs.clr	0.459072518845337
Saliva microbiome: ASVs.clr_ASV_dyq_jqg_jsl	0.21653353836602	0.432323802802463	0.351142658831517	<b>Saliva microbiome</b>: ASVs.clr	0.432323802802463
Saliva microbiome: ASVs.clr_ASV_dzg_d34_4r7	0.124321154274354	0.455159373549356	0.420519472176291	<b>Saliva microbiome</b>: ASVs.clr	0.455159373549356
Saliva microbiome: ASVs.clr_ASV_dzu_rdv_e6l	0.0647452639103765	0.445323193944131	0.489931542145492	<b>Saliva microbiome</b>: ASVs.clr	0.445323193944131
Saliva microbiome: ASVs.clr_ASV_dzv_n9g_7ql	0.235997414435436	0.720845735780571	0.0431568497839928	<b>Saliva microbiome</b>: ASVs.clr	0.720845735780571
Saliva microbiome: ASVs.clr_ASV_e0c_auo_pfh	0.0253943324025957	0.833985638045224	0.14062002955218	<b>Saliva microbiome</b>: ASVs.clr	0.833985638045224
Saliva microbiome: ASVs.clr_ASV_e3g_dbr_ujv	0.074608625165089	0.370602162676119	0.554789212158792	<b>Saliva microbiome</b>: ASVs.clr	0.370602162676119
Saliva microbiome: ASVs.clr_ASV_e54_2dz_d7f	0.0881369479994804	0.734296420025468	0.177566631975051	<b>Saliva microbiome</b>: ASVs.clr	0.734296420025468
Saliva microbiome: ASVs.clr_ASV_eaa_zsi_0ga	0.101818891761782	0.311119511271732	0.587061596966486	<b>Saliva microbiome</b>: ASVs.clr	0.311119511271732
Saliva microbiome: ASVs.clr_ASV_ean_maa_8e1	0.0514969036844065	0.704143587618499	0.244359508697094	<b>Saliva microbiome</b>: ASVs.clr	0.704143587618499
Saliva microbiome: ASVs.clr_ASV_ebh_l05_i2v	0.117229108946352	0.428847711700404	0.453923179353244	<b>Saliva microbiome</b>: ASVs.clr	0.428847711700404
Saliva microbiome: ASVs.clr_ASV_ebm_yzh_11i	0.0562512081882435	0.877873444456303	0.0658753473554531	<b>Saliva microbiome</b>: ASVs.clr	0.877873444456303
Saliva microbiome: ASVs.clr_ASV_eco_yys_mi0	0.105549726543571	0.265444154099003	0.629006119357426	<b>Saliva microbiome</b>: ASVs.clr	0.265444154099003
Saliva microbiome: ASVs.clr_ASV_efd_nyn_j0w	0.0286346861403666	0.823053419117617	0.148311894742017	<b>Saliva microbiome</b>: ASVs.clr	0.823053419117617
Saliva microbiome: ASVs.clr_ASV_efi_fgt_r2k	0.151898488291538	0.390200239876692	0.457901271831769	<b>Saliva microbiome</b>: ASVs.clr	0.390200239876692
Saliva microbiome: ASVs.clr_ASV_efs_be8_mv2	0.0369702860646912	0.497419168751332	0.465610545183977	<b>Saliva microbiome</b>: ASVs.clr	0.497419168751332
Saliva microbiome: ASVs.clr_ASV_ehc_7os_epl	0.0764677694872259	0.566864827174813	0.356667403337961	<b>Saliva microbiome</b>: ASVs.clr	0.566864827174813
Saliva microbiome: ASVs.clr_ASV_ehj_4jn_u2r	0.117228305197849	0.472688363568826	0.410083331233325	<b>Saliva microbiome</b>: ASVs.clr	0.472688363568826
Saliva microbiome: ASVs.clr_ASV_ehx_ocd_lmv	0.0768185955934041	0.366303947533901	0.556877456872695	<b>Saliva microbiome</b>: ASVs.clr	0.366303947533901
Saliva microbiome: ASVs.clr_ASV_eie_o4f_yik	0.0346550386583211	0.592823869687188	0.372521091654491	<b>Saliva microbiome</b>: ASVs.clr	0.592823869687188
Saliva microbiome: ASVs.clr_ASV_elo_vl2_bg5	0.0768960400691587	0.82265037603851	0.100453583892331	<b>Saliva microbiome</b>: ASVs.clr	0.82265037603851
Saliva microbiome: ASVs.clr_ASV_eqj_31u_d9k	0.0441037316585324	0.393213180572994	0.562683087768474	<b>Saliva microbiome</b>: ASVs.clr	0.393213180572994
Saliva microbiome: ASVs.clr_ASV_ern_si8_ott	0.0951406490159663	0.371970475316004	0.53288887566803	<b>Saliva microbiome</b>: ASVs.clr	0.371970475316004
Saliva microbiome: ASVs.clr_ASV_et4_go9_oro	0.0589596697973549	0.590843698958479	0.350196631244166	<b>Saliva microbiome</b>: ASVs.clr	0.590843698958479
Saliva microbiome: ASVs.clr_ASV_etg_075_5rs	0.0557928551326807	0.244372170141788	0.699834974725531	<b>Saliva microbiome</b>: ASVs.clr	0.244372170141788
Saliva microbiome: ASVs.clr_ASV_ex3_kyd_6sl	0.0783383313819135	0.733803526034598	0.187858142583488	<b>Saliva microbiome</b>: ASVs.clr	0.733803526034598
Saliva microbiome: ASVs.clr_ASV_eym_wxi_797	0.232134517237424	0.748799299613675	0.0190661831489014	<b>Saliva microbiome</b>: ASVs.clr	0.748799299613675
Saliva microbiome: ASVs.clr_ASV_ez4_w7l_h9k	0.0463500101151188	0.916616167600172	0.037033822284709	<b>Saliva microbiome</b>: ASVs.clr	0.916616167600172
Saliva microbiome: ASVs.clr_ASV_ezf_26u_zya	0.0764301351984221	0.237999886435477	0.685569978366101	<b>Saliva microbiome</b>: ASVs.clr	0.237999886435477
Saliva microbiome: ASVs.clr_ASV_f6b_ydp_ke7	0.102302106477443	0.676030148918628	0.221667744603929	<b>Saliva microbiome</b>: ASVs.clr	0.676030148918628
Saliva microbiome: ASVs.clr_ASV_f8f_tmy_h6h	0.097610773599683	0.392019781296799	0.510369445103518	<b>Saliva microbiome</b>: ASVs.clr	0.392019781296799
Saliva microbiome: ASVs.clr_ASV_fay_uke_wbk	0.222945738249269	0.627423262895779	0.149630998854952	<b>Saliva microbiome</b>: ASVs.clr	0.627423262895779
Saliva microbiome: ASVs.clr_ASV_fdb_4s8_l8p	0.0900496202996932	0.367703592410479	0.542246787289827	<b>Saliva microbiome</b>: ASVs.clr	0.367703592410479
Saliva microbiome: ASVs.clr_ASV_fe0_5sl_4vj	0.0478669973867921	0.0101478050146256	0.941985197598582	<b>Saliva microbiome</b>: ASVs.clr	0.0101478050146256
Saliva microbiome: ASVs.clr_ASV_fej_0es_bsy	0.0331317094172585	0.875683339250029	0.0911849513327123	<b>Saliva microbiome</b>: ASVs.clr	0.875683339250029
Saliva microbiome: ASVs.clr_ASV_ffu_41z_f45	0.043543159902925	0.670687569864336	0.285769270232739	<b>Saliva microbiome</b>: ASVs.clr	0.670687569864336
Saliva microbiome: ASVs.clr_ASV_fg5_w67_x90	0.0493596716296568	0.92023079890402	0.030409529466323	<b>Saliva microbiome</b>: ASVs.clr	0.92023079890402
Saliva microbiome: ASVs.clr_ASV_fgj_f2g_d2f	0.0791661627870503	0.608149993830437	0.312683843382513	<b>Saliva microbiome</b>: ASVs.clr	0.608149993830437
Saliva microbiome: ASVs.clr_ASV_fkz_kru_i1v	0.0298971107936048	0.82080362684381	0.149299262362585	<b>Saliva microbiome</b>: ASVs.clr	0.82080362684381
Saliva microbiome: ASVs.clr_ASV_fln_gzt_627	0.119778916732978	0.503363907125514	0.376857176141508	<b>Saliva microbiome</b>: ASVs.clr	0.503363907125514
Saliva microbiome: ASVs.clr_ASV_fmo_ol9_do2	0.126459971520402	0.482738756184997	0.3908012722946	<b>Saliva microbiome</b>: ASVs.clr	0.482738756184997
Saliva microbiome: ASVs.clr_ASV_fn7_h9v_21o	0.0465485795674528	0.846721588757048	0.106729831675499	<b>Saliva microbiome</b>: ASVs.clr	0.846721588757048
Saliva microbiome: ASVs.clr_ASV_fnw_z6u_6rk	0.0367748772773441	0.624668468326884	0.338556654395772	<b>Saliva microbiome</b>: ASVs.clr	0.624668468326884
Saliva microbiome: ASVs.clr_ASV_fo0_0ar_ss6	0.0951600458946613	0.207377804127042	0.697462149978297	<b>Saliva microbiome</b>: ASVs.clr	0.207377804127042
Saliva microbiome: ASVs.clr_ASV_foe_pdz_fe1	0.0878340957486042	0.519186912767381	0.392978991484015	<b>Saliva microbiome</b>: ASVs.clr	0.519186912767381
Saliva microbiome: ASVs.clr_ASV_fsn_0u9_a1v	0.0727351361405992	0.819286341070299	0.107978522789102	<b>Saliva microbiome</b>: ASVs.clr	0.819286341070299
Saliva microbiome: ASVs.clr_ASV_fwu_1f8_ag0	0.0597373007603364	0.485468780681195	0.454793918558469	<b>Saliva microbiome</b>: ASVs.clr	0.485468780681195
Saliva microbiome: ASVs.clr_ASV_fy1_jxu_gwz	0.0396718181549715	0.726671634405644	0.233656547439384	<b>Saliva microbiome</b>: ASVs.clr	0.726671634405644
Saliva microbiome: ASVs.clr_ASV_fy2_fsq_chy	0.0846115481307271	0.764616698768807	0.150771753100466	<b>Saliva microbiome</b>: ASVs.clr	0.764616698768807
Saliva microbiome: ASVs.clr_ASV_fzg_n26_47h	0.0371289144871315	0.294386743316079	0.668484342196789	<b>Saliva microbiome</b>: ASVs.clr	0.294386743316079
Saliva microbiome: ASVs.clr_ASV_fzo_y4q_vu0	0.037030537503403	0.262849786169854	0.700119676326743	<b>Saliva microbiome</b>: ASVs.clr	0.262849786169854
Saliva microbiome: ASVs.clr_ASV_g1g_xxl_6dv	0.291073507552772	0.42795196132374	0.280974531123488	<b>Saliva microbiome</b>: ASVs.clr	0.42795196132374
Saliva microbiome: ASVs.clr_ASV_g1w_zl7_krm	0.0543354152580844	0.757690204137849	0.187974380604066	<b>Saliva microbiome</b>: ASVs.clr	0.75769020413785
Saliva microbiome: ASVs.clr_ASV_g3b_qbm_yds	0.10568035894962	0.504640036415821	0.389679604634559	<b>Saliva microbiome</b>: ASVs.clr	0.504640036415821
Saliva microbiome: ASVs.clr_ASV_g8i_go5_oft	0.225515909275126	0.593481526011508	0.181002564713365	<b>Saliva microbiome</b>: ASVs.clr	0.593481526011508
Saliva microbiome: ASVs.clr_ASV_g9t_80g_ct4	0.121584850665916	0.33583065847387	0.542584490860215	<b>Saliva microbiome</b>: ASVs.clr	0.33583065847387
Saliva microbiome: ASVs.clr_ASV_gan_qwk_cha	0.0563878944255221	0.924855662049813	0.0187564435246648	<b>Saliva microbiome</b>: ASVs.clr	0.924855662049813
Saliva microbiome: ASVs.clr_ASV_gbn_cmc_tef	0.0527573984053946	0.213647210210543	0.733595391384063	<b>Saliva microbiome</b>: ASVs.clr	0.213647210210543
Saliva microbiome: ASVs.clr_ASV_gcn_iyt_6w2	0.0203798408823036	0.680370828784331	0.299249330333366	<b>Saliva microbiome</b>: ASVs.clr	0.680370828784331
Saliva microbiome: ASVs.clr_ASV_gcx_019_0xx	0.0376135220886201	0.223200126875709	0.739186351035671	<b>Saliva microbiome</b>: ASVs.clr	0.223200126875709
Saliva microbiome: ASVs.clr_ASV_gir_wie_q81	0.0402590257200324	0.339678524509071	0.620062449770897	<b>Saliva microbiome</b>: ASVs.clr	0.339678524509071
Saliva microbiome: ASVs.clr_ASV_gmr_545_wkw	0.103728993040847	0.500031217049473	0.39623978990968	<b>Saliva microbiome</b>: ASVs.clr	0.500031217049473
Saliva microbiome: ASVs.clr_ASV_gns_1ga_17l	0.0516880331253381	0.49583644051284	0.452475526361822	<b>Saliva microbiome</b>: ASVs.clr	0.49583644051284
Saliva microbiome: ASVs.clr_ASV_gnu_ogf_gtm	0.131774402867619	0.688385089241291	0.17984050789109	<b>Saliva microbiome</b>: ASVs.clr	0.688385089241291
Saliva microbiome: ASVs.clr_ASV_gny_ckc_84o	0.0448555476277141	0.13418223668234	0.820962215689946	<b>Saliva microbiome</b>: ASVs.clr	0.13418223668234
Saliva microbiome: ASVs.clr_ASV_gp5_nzj_i54	0.122611969438849	0.144387524398995	0.733000506162157	<b>Saliva microbiome</b>: ASVs.clr	0.144387524398995
Saliva microbiome: ASVs.clr_ASV_gpe_ga4_713	0.0669239299612314	0.526634085820669	0.406441984218099	<b>Saliva microbiome</b>: ASVs.clr	0.526634085820669
Saliva microbiome: ASVs.clr_ASV_gpf_jwh_v75	0.128518281406913	0.573370930271577	0.298110788321511	<b>Saliva microbiome</b>: ASVs.clr	0.573370930271577
Saliva microbiome: ASVs.clr_ASV_guo_35q_zzs	0.0370239590704522	0.704635742379246	0.258340298550302	<b>Saliva microbiome</b>: ASVs.clr	0.704635742379246
Saliva microbiome: ASVs.clr_ASV_gvb_er9_fmk	0.0530691193367629	0.695707795326613	0.251223085336624	<b>Saliva microbiome</b>: ASVs.clr	0.695707795326613
Saliva microbiome: ASVs.clr_ASV_gvb_jvk_2bm	0.0387055961602564	0.612232997871663	0.349061405968081	<b>Saliva microbiome</b>: ASVs.clr	0.612232997871663
Saliva microbiome: ASVs.clr_ASV_gvf_4nr_lxg	0.117898964660831	0.544350959126436	0.337750076212733	<b>Saliva microbiome</b>: ASVs.clr	0.544350959126436
Saliva microbiome: ASVs.clr_ASV_gwf_zmv_pq0	0.112640602669671	0.255527037084822	0.631832360245507	<b>Saliva microbiome</b>: ASVs.clr	0.255527037084822
Saliva microbiome: ASVs.clr_ASV_h13_k84_b6p	0.119871467262433	0.358134910933586	0.521993621803981	<b>Saliva microbiome</b>: ASVs.clr	0.358134910933586
Saliva microbiome: ASVs.clr_ASV_h1a_7eb_afd	0.0543159990567479	0.670737823103926	0.274946177839327	<b>Saliva microbiome</b>: ASVs.clr	0.670737823103926
Saliva microbiome: ASVs.clr_ASV_h2u_et1_7xb	0.0448359320910503	0.694849247986149	0.2603148199228	<b>Saliva microbiome</b>: ASVs.clr	0.694849247986149
Saliva microbiome: ASVs.clr_ASV_h37_dj8_dnq	0.114498917662043	0.398226494722615	0.487274587615341	<b>Saliva microbiome</b>: ASVs.clr	0.398226494722615
Saliva microbiome: ASVs.clr_ASV_h47_fqe_2rj	0.0501718089963869	0.684672924617121	0.265155266386492	<b>Saliva microbiome</b>: ASVs.clr	0.684672924617121
Saliva microbiome: ASVs.clr_ASV_h6w_b1s_b39	0.141181556235907	0.408004282628698	0.450814161135394	<b>Saliva microbiome</b>: ASVs.clr	0.408004282628698
Saliva microbiome: ASVs.clr_ASV_hby_h2a_ijo	0.0579209898685648	0.690633428120424	0.251445582011012	<b>Saliva microbiome</b>: ASVs.clr	0.690633428120424
Saliva microbiome: ASVs.clr_ASV_hee_21i_04m	0.0236925586498529	0.589651037549028	0.386656403801119	<b>Saliva microbiome</b>: ASVs.clr	0.589651037549028
Saliva microbiome: ASVs.clr_ASV_hgk_fm4_vcs	0.135324838653325	0.622470179487939	0.242204981858736	<b>Saliva microbiome</b>: ASVs.clr	0.622470179487939
Saliva microbiome: ASVs.clr_ASV_hje_o7v_08m	0.0765355310889445	0.280406125311454	0.643058343599602	<b>Saliva microbiome</b>: ASVs.clr	0.280406125311454
Saliva microbiome: ASVs.clr_ASV_hjp_9ix_abz	0.0525961369331458	0.459723911649578	0.487679951417276	<b>Saliva microbiome</b>: ASVs.clr	0.459723911649578
Saliva microbiome: ASVs.clr_ASV_hkd_z83_vrr	0.0644474084380347	0.411698017495846	0.523854574066119	<b>Saliva microbiome</b>: ASVs.clr	0.411698017495846
Saliva microbiome: ASVs.clr_ASV_hmc_may_duc	0.0631144766535744	0.655445419661065	0.281440103685361	<b>Saliva microbiome</b>: ASVs.clr	0.655445419661065
Saliva microbiome: ASVs.clr_ASV_hqn_hdv_640	0.0601376900476258	0.728491719210406	0.211370590741968	<b>Saliva microbiome</b>: ASVs.clr	0.728491719210406
