Dim.1	Dim.2	Dim.3	Dim.4	Dim.5	Dim.6	Dim.7	Dim.8	Dim.9	Dim.10
14.3810043703754	2.93221583566834	4.79297806354806	0.169291383341026	0.189160064589026	1.15801286535928	2.16771545231057	0.0755161459850518	4.11338057404529	1.79129668763106
12.2228275850526	7.41492290376167	0.503062559041641	1.14122429680037	0.824914167973074	0.180655822853202	0.856635136405389	0.70948351471694	5.2232626971343	0.310629819660659
11.6749979490913	5.37000072665353	0.624487760737381	2.4250224835043	0.173435933793084	3.8777853315428	1.02072438829013	7.50882290378217	3.89846404370364	4.61306087525654
9.00532247875667	2.448876965994	2.40474688631803	0.860226145674511	2.30996018785307	8.55134145371958	2.04505614053182	9.10520862060065	3.03122596342002	5.08081113691967
7.74654785157364	0.719206285565396	13.8372184510933	1.95901442232518	0.39464578941138	1.40172444564212	1.99325364237742	11.0182088742158	3.42064095729598	0.732428354616101
3.51775422367046	24.9979594013693	1.38628014059942	1.15349027942282	1.28294742711933	0.0908225011592085	0.018983295347243	1.32544157440315	0.0367040602342276	0.063181549476783
4.26308616907262	21.0374203127662	1.22422399033719	4.76321206213829	0.855147555602711	1.18212944285557	0.116493342915135	0.15033369998346	0.290229049618273	0.0108168295683984
0.982962536579845	13.1103160245965	6.16060309538542	0.00468796408872609	0.0749018561579536	19.3556681352365	7.28146147858786	0.00251826744986672	0.391456019215554	0.0255876331637079
12.2228275850526	7.41492290376167	0.503062559041641	1.14122429680037	0.824914167973074	0.180655822853202	0.856635136405389	0.70948351471694	5.2232626971343	0.310629819660659
5.12538480002155	5.91795810662972	0.0134210974658132	5.6190014238749	2.61203167771677	0.179406572306833	17.9839373049796	0.196653106317273	9.20351197870773	0.584515057102445
