sampletype	type	rowname	value
buccal	Current smoker	immune_hypoM	1.49402938879869
buccal	Current smoker	proximal_epithelial_hyperM	0.554155584564885
buccal	Current smoker	distal_epithelial_hyperM	0.299105063567186
buccal	Current smoker	epithelial_hypoM	0.820801380716238
buccal	Current smoker	immune_hypoM	0.673639421136509
buccal	Current smoker	proximal_epithelial_hyperM	0.218479862029812
buccal	Current smoker	distal_epithelial_hyperM	-1.63009020469308
buccal	Current smoker	epithelial_hypoM	1.22607749091891
buccal	Current smoker	immune_hypoM	1.44588275937518
buccal	Current smoker	proximal_epithelial_hyperM	-0.398764390783927
buccal	Current smoker	distal_epithelial_hyperM	1.55342292800548
buccal	Current smoker	epithelial_hypoM	1.09731991194204
buccal	Current smoker	immune_hypoM	0.941135616390875
buccal	Current smoker	proximal_epithelial_hyperM	1.2633017954417
buccal	Current smoker	distal_epithelial_hyperM	-0.454429517017475
buccal	Current smoker	epithelial_hypoM	2.15302993065518
buccal	Current smoker	immune_hypoM	1.48146084132593
buccal	Current smoker	proximal_epithelial_hyperM	0.888679884292088
buccal	Current smoker	distal_epithelial_hyperM	1.67411002907347
buccal	Current smoker	epithelial_hypoM	0.378945653910945
buccal	Current smoker	immune_hypoM	0.932219003636289
buccal	Current smoker	proximal_epithelial_hyperM	0.422977978009183
buccal	Current smoker	distal_epithelial_hyperM	-0.0987647043250851
buccal	Current smoker	epithelial_hypoM	1.16726785283329
buccal	Current smoker	immune_hypoM	1.38654588109885
buccal	Current smoker	proximal_epithelial_hyperM	0.601976393473733
buccal	Current smoker	distal_epithelial_hyperM	1.49299717174316
buccal	Current smoker	epithelial_hypoM	2.39299651449377
buccal	Current smoker	immune_hypoM	2.52600998192692
buccal	Current smoker	proximal_epithelial_hyperM	0.18746803529427
buccal	Current smoker	distal_epithelial_hyperM	0.270984160409213
buccal	Current smoker	epithelial_hypoM	1.34690061890213
buccal	Current smoker	immune_hypoM	1.20874725458046
buccal	Current smoker	proximal_epithelial_hyperM	0.151978599252149
buccal	Current smoker	distal_epithelial_hyperM	-0.44027509904109
buccal	Current smoker	epithelial_hypoM	1.62228751115482
buccal	Current smoker	immune_hypoM	1.16882635334459
buccal	Current smoker	proximal_epithelial_hyperM	-0.0495335596430051
buccal	Current smoker	distal_epithelial_hyperM	3.13253887820616
buccal	Current smoker	epithelial_hypoM	0.802565792617341
buccal	Current smoker	immune_hypoM	-0.184765763140494
buccal	Current smoker	proximal_epithelial_hyperM	1.12073895203343
buccal	Current smoker	distal_epithelial_hyperM	0.455676110405965
buccal	Current smoker	epithelial_hypoM	1.25939615991326
buccal	Current smoker	immune_hypoM	0.342839485399536
buccal	Current smoker	proximal_epithelial_hyperM	0.888095138706609
buccal	Current smoker	distal_epithelial_hyperM	0.743440514937764
buccal	Current smoker	epithelial_hypoM	1.00403017450721
buccal	Current smoker	immune_hypoM	0.426987454758785
buccal	Current smoker	proximal_epithelial_hyperM	1.14264096868011
buccal	Current smoker	distal_epithelial_hyperM	1.9250199019965
buccal	Current smoker	epithelial_hypoM	1.89185904172802
buccal	Current smoker	immune_hypoM	0.645347327906256
buccal	Current smoker	proximal_epithelial_hyperM	3.07921698767564
buccal	Current smoker	distal_epithelial_hyperM	0.199673330334355
buccal	Current smoker	epithelial_hypoM	2.77199250827382
buccal	Current smoker	immune_hypoM	1.78992230752352
buccal	Current smoker	proximal_epithelial_hyperM	1.96757845088818
buccal	Current smoker	distal_epithelial_hyperM	1.47553394319141
buccal	Current smoker	epithelial_hypoM	0.417995661440127
buccal	Current smoker	immune_hypoM	0.74080491390141
buccal	Current smoker	proximal_epithelial_hyperM	0.285421573572542
buccal	Current smoker	distal_epithelial_hyperM	1.05034861959906
buccal	Current smoker	epithelial_hypoM	1.3361546985998
buccal	Current smoker	immune_hypoM	1.14850697926067
buccal	Current smoker	proximal_epithelial_hyperM	1.01142600706365
buccal	Current smoker	distal_epithelial_hyperM	0.988004699894185
buccal	Current smoker	epithelial_hypoM	1.26841691305406
buccal	Current smoker	immune_hypoM	0.568950329498055
buccal	Current smoker	proximal_epithelial_hyperM	1.43495869165589
buccal	Current smoker	distal_epithelial_hyperM	-0.276348585439474
buccal	Current smoker	epithelial_hypoM	0.324316424376774
buccal	Current smoker	immune_hypoM	1.56461285162818
buccal	Current smoker	proximal_epithelial_hyperM	-0.949865153989235
buccal	Current smoker	distal_epithelial_hyperM	1.15406481179181
buccal	Current smoker	epithelial_hypoM	0.431450296542287
buccal	Current smoker	immune_hypoM	0.689486366346431
buccal	Current smoker	proximal_epithelial_hyperM	0.929123375254242
buccal	Current smoker	distal_epithelial_hyperM	0.705992537987196
buccal	Current smoker	epithelial_hypoM	0.774072647560264
buccal	Current smoker	immune_hypoM	0.466706374099765
buccal	Current smoker	proximal_epithelial_hyperM	1.62900320968225
buccal	Current smoker	distal_epithelial_hyperM	-1.46137747617811
buccal	Current smoker	epithelial_hypoM	2.05914491449078
buccal	Current smoker	immune_hypoM	2.89316444592196
buccal	Current smoker	proximal_epithelial_hyperM	0.799233063838709
buccal	Current smoker	distal_epithelial_hyperM	0.175183758068344
buccal	Current smoker	epithelial_hypoM	0.334703968982505
buccal	Current smoker	immune_hypoM	0.852261588528349
buccal	Current smoker	proximal_epithelial_hyperM	-0.187783267450226
buccal	Current smoker	distal_epithelial_hyperM	-0.32802843131849
buccal	Current smoker	epithelial_hypoM	0.870091437985767
buccal	Current smoker	immune_hypoM	1.37497410735103
buccal	Current smoker	proximal_epithelial_hyperM	-0.279948397573738
buccal	Current smoker	distal_epithelial_hyperM	-0.456792553604885
buccal	Current smoker	epithelial_hypoM	1.44404293301596
buccal	Current smoker	immune_hypoM	0.967411093838091
buccal	Current smoker	proximal_epithelial_hyperM	0.96652643798179
buccal	Current smoker	distal_epithelial_hyperM	-0.585880688009777
buccal	Current smoker	epithelial_hypoM	1.520518456209
buccal	Current smoker	immune_hypoM	1.55703119651085
buccal	Current smoker	proximal_epithelial_hyperM	0.526339469462231
buccal	Current smoker	distal_epithelial_hyperM	0.294912602675498
buccal	Current smoker	epithelial_hypoM	2.21681715595787
buccal	Current smoker	immune_hypoM	2.29287336266462
buccal	Current smoker	proximal_epithelial_hyperM	0.606752248727802
buccal	Current smoker	distal_epithelial_hyperM	-0.201118460952848
buccal	Current smoker	epithelial_hypoM	1.6090239386472
buccal	Current smoker	immune_hypoM	1.36022673052154
buccal	Current smoker	proximal_epithelial_hyperM	0.656243919109298
buccal	Current smoker	distal_epithelial_hyperM	-0.451025611574284
buccal	Current smoker	epithelial_hypoM	2.2166457619019
buccal	Current smoker	immune_hypoM	1.61302865150543
buccal	Current smoker	proximal_epithelial_hyperM	0.744333319532311
buccal	Current smoker	distal_epithelial_hyperM	2.17071946962153
buccal	Current smoker	epithelial_hypoM	3.51050294869511
buccal	Current smoker	immune_hypoM	1.32307157983438
buccal	Current smoker	proximal_epithelial_hyperM	3.74210562581431
buccal	Current smoker	distal_epithelial_hyperM	1.98864467325575
buccal	Current smoker	epithelial_hypoM	0.765949558596864
buccal	Current smoker	immune_hypoM	-0.16218034809844
buccal	Current smoker	proximal_epithelial_hyperM	1.55601050974489
buccal	Current smoker	distal_epithelial_hyperM	-0.361920012834761
buccal	Current smoker	epithelial_hypoM	0.744938923000752
buccal	Current smoker	immune_hypoM	0.0932269691282272
buccal	Current smoker	proximal_epithelial_hyperM	1.05318537328511
buccal	Current smoker	distal_epithelial_hyperM	0.819229672035189
buccal	Current smoker	epithelial_hypoM	2.44790955140285
buccal	Current smoker	immune_hypoM	1.4912484938496
buccal	Current smoker	proximal_epithelial_hyperM	3.15384469542248
buccal	Current smoker	distal_epithelial_hyperM	0.0517042870088492
buccal	Current smoker	epithelial_hypoM	0.0394047320862153
buccal	Current smoker	immune_hypoM	0.804387036886998
buccal	Current smoker	proximal_epithelial_hyperM	-0.662099219292374
buccal	Current smoker	distal_epithelial_hyperM	0.517524154938741
buccal	Current smoker	epithelial_hypoM	2.37230240999575
buccal	Current smoker	immune_hypoM	3.32499573852607
buccal	Current smoker	proximal_epithelial_hyperM	1.7231193582377
buccal	Current smoker	distal_epithelial_hyperM	0.384250966462436
buccal	Current smoker	epithelial_hypoM	1.27286905179176
buccal	Current smoker	immune_hypoM	0.646117301288468
buccal	Current smoker	proximal_epithelial_hyperM	1.27373595923999
buccal	Current smoker	distal_epithelial_hyperM	0.631888532946154
buccal	Current smoker	epithelial_hypoM	1.57932693598911
buccal	Current smoker	immune_hypoM	0.208908444788742
buccal	Current smoker	proximal_epithelial_hyperM	2.35791633837746
buccal	Current smoker	distal_epithelial_hyperM	0.17549353970428
buccal	Current smoker	epithelial_hypoM	0.349432279867384
buccal	Current smoker	immune_hypoM	-0.0428878388397349
buccal	Current smoker	proximal_epithelial_hyperM	-0.00868682309384291
buccal	Current smoker	distal_epithelial_hyperM	1.1712205721435
buccal	Current smoker	epithelial_hypoM	1.49195062169902
buccal	Current smoker	immune_hypoM	1.26625870737458
buccal	Current smoker	proximal_epithelial_hyperM	1.14106161969003
buccal	Current smoker	distal_epithelial_hyperM	1.33042412483654
buccal	Current smoker	epithelial_hypoM	1.66739452456886
buccal	Current smoker	immune_hypoM	1.35746363427486
buccal	Current smoker	proximal_epithelial_hyperM	2.22156914812572
buccal	Current smoker	distal_epithelial_hyperM	0.242061613782013
buccal	Current smoker	epithelial_hypoM	1.63000538741822
buccal	Current smoker	immune_hypoM	0.895130010911429
buccal	Current smoker	proximal_epithelial_hyperM	2.45382791835933
buccal	Current smoker	distal_epithelial_hyperM	1.5338889892858
buccal	Current smoker	epithelial_hypoM	1.12796039938033
buccal	Current smoker	immune_hypoM	-0.452164046634905
buccal	Current smoker	proximal_epithelial_hyperM	1.92871143782983
blood	Never smoker (control)	distal_epithelial_hyperM	0.494705263371964
blood	Never smoker (control)	epithelial_hypoM	0.811181918929603
blood	Never smoker (control)	proximal_epithelial_hyperM	0.372057961628878
blood	Never smoker (control)	immune_hypoM	-2.18302514820483
blood	Never smoker (control)	distal_epithelial_hyperM	0.499848927339394
blood	Never smoker (control)	epithelial_hypoM	0.809723523289166
blood	Never smoker (control)	proximal_epithelial_hyperM	0.369190067150259
blood	Never smoker (control)	immune_hypoM	-1.21758649090694
blood	Never smoker (control)	distal_epithelial_hyperM	0.496823064447001
blood	Never smoker (control)	epithelial_hypoM	0.805070081677554
blood	Never smoker (control)	proximal_epithelial_hyperM	0.390982928248694
blood	Never smoker (control)	immune_hypoM	-3.03623780100983
blood	Never smoker (control)	distal_epithelial_hyperM	0.499712865048505
blood	Never smoker (control)	epithelial_hypoM	0.813781952069957
blood	Never smoker (control)	proximal_epithelial_hyperM	0.377194321303085
blood	Never smoker (control)	immune_hypoM	-2.11549173686185
blood	Never smoker (control)	distal_epithelial_hyperM	0.504276139553077
blood	Never smoker (control)	epithelial_hypoM	0.820869029053427
blood	Never smoker (control)	proximal_epithelial_hyperM	0.38030183140539
blood	Never smoker (control)	immune_hypoM	-0.997877545929796
blood	Never smoker (control)	distal_epithelial_hyperM	0.503605628080564
blood	Never smoker (control)	epithelial_hypoM	0.803777778942215
blood	Never smoker (control)	proximal_epithelial_hyperM	0.372593180723513
blood	Never smoker (control)	immune_hypoM	-0.951453698125696
blood	Never smoker (control)	distal_epithelial_hyperM	0.496385338742925
blood	Never smoker (control)	epithelial_hypoM	0.812669860715174
blood	Never smoker (control)	proximal_epithelial_hyperM	0.375968448638706
blood	Never smoker (control)	immune_hypoM	-2.38156039405904
blood	Never smoker (control)	distal_epithelial_hyperM	0.506025835462469
blood	Never smoker (control)	epithelial_hypoM	0.819558207230662
blood	Never smoker (control)	proximal_epithelial_hyperM	0.362780715787193
blood	Never smoker (control)	immune_hypoM	-1.66179967348638
blood	Never smoker (control)	distal_epithelial_hyperM	0.502913569626997
blood	Never smoker (control)	epithelial_hypoM	0.801103120017997
blood	Never smoker (control)	proximal_epithelial_hyperM	0.339530805954368
blood	Never smoker (control)	immune_hypoM	-1.14800547492578
blood	Never smoker (control)	distal_epithelial_hyperM	0.499888117140818
blood	Never smoker (control)	epithelial_hypoM	0.818021169430548
blood	Never smoker (control)	proximal_epithelial_hyperM	0.377134341049235
blood	Never smoker (control)	immune_hypoM	-2.14898270039894
blood	Never smoker (control)	distal_epithelial_hyperM	0.501683788085781
blood	Never smoker (control)	epithelial_hypoM	0.818113054809226
blood	Never smoker (control)	proximal_epithelial_hyperM	0.38121838891562
blood	Never smoker (control)	immune_hypoM	-2.11129158181379
blood	Never smoker (control)	distal_epithelial_hyperM	0.515497627643909
blood	Never smoker (control)	epithelial_hypoM	0.825865531666531
blood	Never smoker (control)	proximal_epithelial_hyperM	0.384191062481211
blood	Never smoker (control)	immune_hypoM	-2.13809945805474
blood	Never smoker (control)	distal_epithelial_hyperM	0.497006789499691
blood	Never smoker (control)	epithelial_hypoM	0.809784824928358
blood	Never smoker (control)	proximal_epithelial_hyperM	0.365616263333055
blood	Never smoker (control)	immune_hypoM	-2.16625622880159
blood	Never smoker (control)	distal_epithelial_hyperM	0.500662655243498
blood	Never smoker (control)	epithelial_hypoM	0.813307420026057
blood	Never smoker (control)	proximal_epithelial_hyperM	0.379307451212622
blood	Never smoker (control)	immune_hypoM	-2.77645515947729
blood	Never smoker (control)	distal_epithelial_hyperM	0.501865130739194
blood	Never smoker (control)	epithelial_hypoM	0.806501806046566
blood	Never smoker (control)	proximal_epithelial_hyperM	0.365752308896338
blood	Never smoker (control)	immune_hypoM	-1.01973776368927
blood	Never smoker (control)	distal_epithelial_hyperM	0.501012669934837
blood	Never smoker (control)	epithelial_hypoM	0.819110965836039
blood	Never smoker (control)	proximal_epithelial_hyperM	0.380793552838893
blood	Never smoker (control)	immune_hypoM	-1.73935374186691
blood	Never smoker (control)	distal_epithelial_hyperM	0.488012419779357
blood	Never smoker (control)	epithelial_hypoM	0.80548526638168
blood	Never smoker (control)	proximal_epithelial_hyperM	0.363517751325692
blood	Never smoker (control)	immune_hypoM	-1.05816582201879
blood	Never smoker (control)	distal_epithelial_hyperM	0.50053769048343
blood	Never smoker (control)	epithelial_hypoM	0.818847048594596
blood	Never smoker (control)	proximal_epithelial_hyperM	0.385756651412434
blood	Never smoker (control)	immune_hypoM	-2.50671818363755
blood	Never smoker (control)	distal_epithelial_hyperM	0.503098781258429
blood	Never smoker (control)	epithelial_hypoM	0.8107966965629
blood	Never smoker (control)	proximal_epithelial_hyperM	0.375549394017737
blood	Never smoker (control)	immune_hypoM	-2.06729868022937
blood	Never smoker (control)	distal_epithelial_hyperM	0.494117036563311
blood	Never smoker (control)	epithelial_hypoM	0.808058666617302
blood	Never smoker (control)	proximal_epithelial_hyperM	0.374364037312428
blood	Never smoker (control)	immune_hypoM	-1.5394391867801
blood	Never smoker (control)	distal_epithelial_hyperM	0.490282938607765
blood	Never smoker (control)	epithelial_hypoM	0.805010505884653
blood	Never smoker (control)	proximal_epithelial_hyperM	0.37824115091225
blood	Never smoker (control)	immune_hypoM	-1.0362084491998
blood	Never smoker (control)	distal_epithelial_hyperM	0.498226423073119
blood	Never smoker (control)	epithelial_hypoM	0.815637717636471
blood	Never smoker (control)	proximal_epithelial_hyperM	0.380833315366882
blood	Never smoker (control)	immune_hypoM	-2.50374070593094
blood	Never smoker (control)	distal_epithelial_hyperM	0.495149148475111
blood	Never smoker (control)	epithelial_hypoM	0.811978011762581
blood	Never smoker (control)	proximal_epithelial_hyperM	0.364530244530844
blood	Never smoker (control)	immune_hypoM	-0.943304671181441
blood	Never smoker (control)	distal_epithelial_hyperM	0.49933546994645
blood	Never smoker (control)	epithelial_hypoM	0.811216100135845
blood	Never smoker (control)	proximal_epithelial_hyperM	0.378227103398217
blood	Never smoker (control)	immune_hypoM	-2.43169588975611
blood	Never smoker (control)	distal_epithelial_hyperM	0.509423679023586
blood	Never smoker (control)	epithelial_hypoM	0.823819937979533
blood	Never smoker (control)	proximal_epithelial_hyperM	0.380523951754136
blood	Never smoker (control)	immune_hypoM	-1.76754678252993
blood	Never smoker (control)	distal_epithelial_hyperM	0.503507022355957
blood	Never smoker (control)	epithelial_hypoM	0.808696241820738
blood	Never smoker (control)	proximal_epithelial_hyperM	0.376685265842205
blood	Never smoker (control)	immune_hypoM	-2.64900181958537
blood	Never smoker (control)	distal_epithelial_hyperM	0.503873986138531
blood	Never smoker (control)	epithelial_hypoM	0.820872057025388
blood	Never smoker (control)	proximal_epithelial_hyperM	0.379527810274376
blood	Never smoker (control)	immune_hypoM	-1.24872125772224
blood	Never smoker (control)	distal_epithelial_hyperM	0.501272535928414
blood	Never smoker (control)	epithelial_hypoM	0.809622714039868
blood	Never smoker (control)	proximal_epithelial_hyperM	0.373516959101105
blood	Never smoker (control)	immune_hypoM	-2.09093465998668
blood	Never smoker (control)	distal_epithelial_hyperM	0.500613204877835
blood	Never smoker (control)	epithelial_hypoM	0.812695376739708
blood	Never smoker (control)	proximal_epithelial_hyperM	0.375995293910992
blood	Never smoker (control)	immune_hypoM	-2.4969009633075
blood	Never smoker (control)	distal_epithelial_hyperM	0.49075171537395
blood	Never smoker (control)	epithelial_hypoM	0.827263436278495
blood	Never smoker (control)	proximal_epithelial_hyperM	0.399802159112791
blood	Never smoker (control)	immune_hypoM	-3.21942545282612
blood	Never smoker (control)	distal_epithelial_hyperM	0.501027014940874
blood	Never smoker (control)	epithelial_hypoM	0.822189297479867
blood	Never smoker (control)	proximal_epithelial_hyperM	0.386739985558442
blood	Never smoker (control)	immune_hypoM	-3.28037087376735
blood	Never smoker (control)	distal_epithelial_hyperM	0.496445513457445
blood	Never smoker (control)	epithelial_hypoM	0.813743093675933
blood	Never smoker (control)	proximal_epithelial_hyperM	0.382737739479894
blood	Never smoker (control)	immune_hypoM	-1.95683423251419
blood	Never smoker (control)	distal_epithelial_hyperM	0.499175931878592
blood	Never smoker (control)	epithelial_hypoM	0.814620446742043
blood	Never smoker (control)	proximal_epithelial_hyperM	0.401089490124214
blood	Never smoker (control)	immune_hypoM	-2.13782417753273
blood	Never smoker (control)	distal_epithelial_hyperM	0.505788507968106
blood	Never smoker (control)	epithelial_hypoM	0.826078397420597
blood	Never smoker (control)	proximal_epithelial_hyperM	0.37758562218555
blood	Never smoker (control)	immune_hypoM	-2.11208100755411
blood	Never smoker (control)	distal_epithelial_hyperM	0.502442434260212
blood	Never smoker (control)	epithelial_hypoM	0.815158880049629
blood	Never smoker (control)	proximal_epithelial_hyperM	0.384234221317187
blood	Never smoker (control)	immune_hypoM	-2.45321800646528
blood	Never smoker (control)	distal_epithelial_hyperM	0.505677412724928
blood	Never smoker (control)	epithelial_hypoM	0.8202457649909
blood	Never smoker (control)	proximal_epithelial_hyperM	0.38031195290338
blood	Never smoker (control)	immune_hypoM	-2.60252768300505
blood	Never smoker (control)	distal_epithelial_hyperM	0.496654654724818
blood	Never smoker (control)	epithelial_hypoM	0.811044720636565
blood	Never smoker (control)	proximal_epithelial_hyperM	0.387833750851466
blood	Never smoker (control)	immune_hypoM	-2.55230274103342
blood	Never smoker (control)	distal_epithelial_hyperM	0.495125089852772
blood	Never smoker (control)	epithelial_hypoM	0.815680124576205
blood	Never smoker (control)	proximal_epithelial_hyperM	0.365379695601432
blood	Never smoker (control)	immune_hypoM	-1.42105594149383
blood	Never smoker (control)	distal_epithelial_hyperM	0.494287793050674
blood	Never smoker (control)	epithelial_hypoM	0.806407012761533
blood	Never smoker (control)	proximal_epithelial_hyperM	0.378554003197496
blood	Never smoker (control)	immune_hypoM	-1.25537594997707
blood	Never smoker (control)	distal_epithelial_hyperM	0.532149932949524
blood	Never smoker (control)	epithelial_hypoM	0.820079158684863
blood	Never smoker (control)	proximal_epithelial_hyperM	0.365941119618483
blood	Never smoker (control)	immune_hypoM	-3.17936393332333
blood	Never smoker (control)	distal_epithelial_hyperM	0.49872648176626
blood	Never smoker (control)	epithelial_hypoM	0.820121735542818
blood	Never smoker (control)	proximal_epithelial_hyperM	0.37931162339202
blood	Never smoker (control)	immune_hypoM	-2.30973519849499
blood	Never smoker (control)	distal_epithelial_hyperM	0.508942345287712
blood	Never smoker (control)	epithelial_hypoM	0.825399512035335
blood	Never smoker (control)	proximal_epithelial_hyperM	0.393308296169737
blood	Never smoker (control)	immune_hypoM	-2.87577247745107
blood	Never smoker (control)	distal_epithelial_hyperM	0.499982621119198
blood	Never smoker (control)	epithelial_hypoM	0.811513352721603
blood	Never smoker (control)	proximal_epithelial_hyperM	0.372838189216014
blood	Never smoker (control)	immune_hypoM	-1.93129623635247
blood	Never smoker (control)	distal_epithelial_hyperM	0.499935211112249
blood	Never smoker (control)	epithelial_hypoM	0.825603112155684
blood	Never smoker (control)	proximal_epithelial_hyperM	0.396257314733086
blood	Never smoker (control)	immune_hypoM	-3.27011484752179
blood	Never smoker (control)	distal_epithelial_hyperM	0.500615814155134
blood	Never smoker (control)	epithelial_hypoM	0.816242591426616
blood	Never smoker (control)	proximal_epithelial_hyperM	0.383935176780884
blood	Never smoker (control)	immune_hypoM	-2.42897436103126
blood	Never smoker (control)	distal_epithelial_hyperM	0.502660231245871
blood	Never smoker (control)	epithelial_hypoM	0.821748772615436
blood	Never smoker (control)	proximal_epithelial_hyperM	0.391258495287739
blood	Never smoker (control)	immune_hypoM	-2.4552125784023
blood	Never smoker (control)	distal_epithelial_hyperM	0.500676372402688
blood	Never smoker (control)	epithelial_hypoM	0.813186534746923
blood	Never smoker (control)	proximal_epithelial_hyperM	0.382895009699444
blood	Never smoker (control)	immune_hypoM	-1.94198581682518
blood	Never smoker (control)	distal_epithelial_hyperM	0.498083579606801
blood	Never smoker (control)	epithelial_hypoM	0.805341009389009
blood	Never smoker (control)	proximal_epithelial_hyperM	0.362282140809566
blood	Never smoker (control)	immune_hypoM	-0.0375010529458281
blood	Never smoker (control)	distal_epithelial_hyperM	0.497509881077158
blood	Never smoker (control)	epithelial_hypoM	0.80548511458482
blood	Never smoker (control)	proximal_epithelial_hyperM	0.359096725687634
blood	Never smoker (control)	immune_hypoM	-0.0423939203658539
blood	Never smoker (control)	distal_epithelial_hyperM	0.507303822747073
blood	Never smoker (control)	epithelial_hypoM	0.821495922193369
blood	Never smoker (control)	proximal_epithelial_hyperM	0.379277275960358
blood	Never smoker (control)	immune_hypoM	-2.86472702851281
blood	Never smoker (control)	distal_epithelial_hyperM	0.505786591227902
blood	Never smoker (control)	epithelial_hypoM	0.832066836474462
blood	Never smoker (control)	proximal_epithelial_hyperM	0.393471294745208
blood	Never smoker (control)	immune_hypoM	-2.77762653340812
blood	Never smoker (control)	distal_epithelial_hyperM	0.508998821965545
blood	Never smoker (control)	epithelial_hypoM	0.81234430331144
blood	Never smoker (control)	proximal_epithelial_hyperM	0.361584764445515
blood	Never smoker (control)	immune_hypoM	-2.04296184111547
blood	Never smoker (control)	distal_epithelial_hyperM	0.495895415712212
blood	Never smoker (control)	epithelial_hypoM	0.816224314615845
blood	Never smoker (control)	proximal_epithelial_hyperM	0.352991920706543
blood	Never smoker (control)	immune_hypoM	0.154512133725359
blood	Never smoker (control)	distal_epithelial_hyperM	0.516655080881538
blood	Never smoker (control)	epithelial_hypoM	0.800147263520805
blood	Never smoker (control)	proximal_epithelial_hyperM	0.366572107949799
blood	Never smoker (control)	immune_hypoM	-2.15338124779274
blood	Never smoker (control)	distal_epithelial_hyperM	0.50182219045796
blood	Never smoker (control)	epithelial_hypoM	0.805751503134753
blood	Never smoker (control)	proximal_epithelial_hyperM	0.367885817572518
blood	Never smoker (control)	immune_hypoM	-1.54880365172449
blood	Never smoker (control)	distal_epithelial_hyperM	0.505413529025258
blood	Never smoker (control)	epithelial_hypoM	0.812529479872485
blood	Never smoker (control)	proximal_epithelial_hyperM	0.377067664308862
blood	Never smoker (control)	immune_hypoM	-3.08408065458011
blood	Never smoker (control)	distal_epithelial_hyperM	0.494146654628734
blood	Never smoker (control)	epithelial_hypoM	0.800629263285524
blood	Never smoker (control)	proximal_epithelial_hyperM	0.358189601954101
blood	Never smoker (control)	immune_hypoM	-1.27299710754586
blood	Never smoker (control)	distal_epithelial_hyperM	0.510045634579591
blood	Never smoker (control)	epithelial_hypoM	0.817775539119877
blood	Never smoker (control)	proximal_epithelial_hyperM	0.379965003076582
blood	Never smoker (control)	immune_hypoM	-3.57950448498028
blood	Never smoker (control)	distal_epithelial_hyperM	0.504886662804413
blood	Never smoker (control)	epithelial_hypoM	0.81208252056658
blood	Never smoker (control)	proximal_epithelial_hyperM	0.373321825826958
blood	Never smoker (control)	immune_hypoM	-2.07706788410892
blood	Never smoker (control)	distal_epithelial_hyperM	0.50141047333261
blood	Never smoker (control)	epithelial_hypoM	0.818692809478316
blood	Never smoker (control)	proximal_epithelial_hyperM	0.368279542308645
blood	Never smoker (control)	immune_hypoM	-1.46560589359539
blood	Never smoker (control)	distal_epithelial_hyperM	0.498774667955183
blood	Never smoker (control)	epithelial_hypoM	0.807872158460542
blood	Never smoker (control)	proximal_epithelial_hyperM	0.369958247816965
blood	Never smoker (control)	immune_hypoM	-1.88544000591733
blood	Never smoker (control)	distal_epithelial_hyperM	0.497086018133061
blood	Never smoker (control)	epithelial_hypoM	0.807864873523375
blood	Never smoker (control)	proximal_epithelial_hyperM	0.372388581315432
blood	Never smoker (control)	immune_hypoM	-1.63554537401046
blood	Never smoker (control)	distal_epithelial_hyperM	0.499226820574732
blood	Never smoker (control)	epithelial_hypoM	0.804038741132884
blood	Never smoker (control)	proximal_epithelial_hyperM	0.357550611299347
blood	Never smoker (control)	immune_hypoM	-0.503424355223711
blood	Never smoker (control)	distal_epithelial_hyperM	0.501132154204202
blood	Never smoker (control)	epithelial_hypoM	0.824142971669917
blood	Never smoker (control)	proximal_epithelial_hyperM	0.392883605643195
blood	Never smoker (control)	immune_hypoM	-2.24179929944553
blood	Never smoker (control)	distal_epithelial_hyperM	0.501728234518873
blood	Never smoker (control)	epithelial_hypoM	0.819062414925696
blood	Never smoker (control)	proximal_epithelial_hyperM	0.383265765911724
blood	Never smoker (control)	immune_hypoM	-2.38885720938053
blood	Former smoker (control)	distal_epithelial_hyperM	0.531397729471434
blood	Former smoker (control)	epithelial_hypoM	0.831901905103063
blood	Former smoker (control)	proximal_epithelial_hyperM	0.365076040787597
blood	Former smoker (control)	immune_hypoM	-1.14004367927292
blood	Former smoker (control)	distal_epithelial_hyperM	0.503261637007475
blood	Former smoker (control)	epithelial_hypoM	0.81267211673566
blood	Former smoker (control)	proximal_epithelial_hyperM	0.366268327449889
blood	Former smoker (control)	immune_hypoM	-1.92654440442036
blood	Former smoker (control)	distal_epithelial_hyperM	0.501236404997704
blood	Former smoker (control)	epithelial_hypoM	0.818900598838475
blood	Former smoker (control)	proximal_epithelial_hyperM	0.385513040328235
blood	Former smoker (control)	immune_hypoM	-2.28514880616559
blood	Former smoker (control)	distal_epithelial_hyperM	0.506403779199819
blood	Former smoker (control)	epithelial_hypoM	0.81439403069974
blood	Former smoker (control)	proximal_epithelial_hyperM	0.386486914580153
blood	Former smoker (control)	immune_hypoM	0.355398979496621
blood	Former smoker (control)	distal_epithelial_hyperM	0.494487113929885
blood	Former smoker (control)	epithelial_hypoM	0.809429707762462
blood	Former smoker (control)	proximal_epithelial_hyperM	0.368652392762139
blood	Former smoker (control)	immune_hypoM	0.00618192366167707
blood	Former smoker (control)	distal_epithelial_hyperM	0.498899069877693
blood	Former smoker (control)	epithelial_hypoM	0.810048908339216
blood	Former smoker (control)	proximal_epithelial_hyperM	0.369393853663285
blood	Former smoker (control)	immune_hypoM	-1.74427599194733
blood	Former smoker (control)	distal_epithelial_hyperM	0.499128305952172
blood	Former smoker (control)	epithelial_hypoM	0.819240491694042
blood	Former smoker (control)	proximal_epithelial_hyperM	0.382070706082535
blood	Former smoker (control)	immune_hypoM	-1.55395814020681
