pcoa1	pcoa2	pcoa3	varname	plot
7.55669270611785	0.390049693935343	-0.66551872042961	Never smoker (control)	control vs M6
6.42312308523685	6.84781822751412	-1.34769423129016	Never smoker (control)	control vs M6
-3.26646492325653	4.53068879540968	-1.93414078391395	Never smoker (control)	control vs M6
-11.4677788400073	1.35301871124699	1.58982843327964	M6 no smoking cessation	control vs M6
4.5621570243958	-6.27022803069975	-0.234861298238761	M6 smoking cessation	control vs M6
9.44900863486181	1.25017551908857	-2.60707031111326	M6 smoking cessation	control vs M6
2.04117243904212	6.99098470282801	-2.07273176099041	M6 smoking cessation	control vs M6
-3.34796288927906	6.50064059941973	-0.775829895136578	M6 smoking cessation	control vs M6
-6.0661114020995	5.54905084760046	-1.00720708960745	M6 no smoking cessation	control vs M6
-5.07008738280137	6.11078085422332	-0.451517716578879	M6 smoking cessation	control vs M6
2.7476064106537	2.87309613255126	-3.04073212985857	M6 smoking cessation	control vs M6
-13.8465179678631	-3.68044427859329	4.89918268920409	M6 no smoking cessation	control vs M6
-4.35723455443959	2.8503154193463	-0.529439304332936	M6 no smoking cessation	control vs M6
9.74169401461319	1.82892459849266	3.11903354929846	M6 smoking cessation	control vs M6
-1.72815534162418	4.59536826198371	-1.7697155177417	M6 no smoking cessation	control vs M6
-6.56890379356044	-7.34981569032854	-1.63056194899784	M6 no smoking cessation	control vs M6
-5.29430061111111	-10.3629458425581	-2.83790230820994	M6 smoking cessation	control vs M6
-15.0607287939473	-3.15974016497324	1.94601424113443	M6 no smoking cessation	control vs M6
4.42030013528143	-8.13397045545469	-1.27977083989198	M6 no smoking cessation	control vs M6
-10.7894983429706	1.17426704214699	2.15388750847372	M6 smoking cessation	control vs M6
-1.00591402946668	-4.25987070595768	-3.07477293602074	M6 smoking cessation	control vs M6
2.02639864413037	-9.41649909916882	-0.686616775076672	M6 smoking cessation	control vs M6
-4.04106589890069	0.878710266624027	3.76192324327625	M6 no smoking cessation	control vs M6
7.81143637581243	10.5460051318923	1.34000188663127	M6 smoking cessation	control vs M6
-9.16809287592885	8.32470121438056	1.75000220801602	M6 smoking cessation	control vs M6
-10.910722996489	-11.0948762192732	0.0377065595489268	M6 no smoking cessation	control vs M6
-1.11926037187501	-1.94259711540057	0.398136913210827	M6 smoking cessation	control vs M6
