visitId	value	id
M0	0	1
M2	1.25135089337777	1
M4	0.346382799685198	1
M6	-0.359744019979931	1
M0	0	2
M2	-0.246618038223615	2
M4	-0.189090768299053	2
M6	-1.02027672347228	2
M0	0	3
M2	-0.0649115981317901	3
M4	-0.037399718983131	3
M6	-0.354677096948999	3
M0	0	4
M2	-0.349856264019382	4
M4	0.047715808499909	4
M6	0.571675696203776	4
M0	0	5
M2	-0.603895878683546	5
M4	-0.497921261707634	5
M6	-0.604701551022441	5
M0	0	6
M2	-0.0534335582469649	6
M4	0.0625605479785477	6
M6	-0.198191469369303	6
M0	0	7
M2	-0.166917477857812	7
M4	0.311653745542285	7
M6	-0.573723466928334	7
M0	0	8
M2	-0.289640345398997	8
M4	-0.277294058933105	8
M6	-0.267864260579546	8
M0	0	9
M2	0.479321797873081	9
M4	0.261686993691985	9
M6	0.000565968327026573	9
M0	0	10
M2	-1.45671277239668	10
M4	-1.51294755455693	10
M6	-1.76090105748158	10
M0	0	11
M2	-0.534005311896304	11
M4	-0.41277599301038	11
M6	-0.558593078453207	11
M0	0	12
M2	-0.160380874665289	12
M4	0.0644163183579656	12
M6	0.466725592340954	12
M0	0	13
M2	0.0644675483415842	13
M4	0.00788117928103155	13
M6	-0.165884284039007	13
M0	0	14
M2	0.545248658445869	14
M4	0.0449655348600717	14
M6	0.00886015587105665	14
M0	0	15
M2	-0.0761724036583381	15
M4	-0.0887733781720698	15
M6	-0.0767248491352697	15
M0	0	16
M2	-2.19624532125012	16
M4	-2.76550061032815	16
M6	-1.6722973898435	16
M0	0	17
M2	0.100751824822799	17
M4	0.0865585095650749	17
M6	-0.0302213996042543	17
M0	0	18
M2	-0.271728866902629	18
M4	-0.265016283221125	18
M6	-0.0417623160421874	18
M0	0	19
M4	-0.0649565593050098	19
M6	-0.0574383058250714	19
M2	-0.334753476580774	19
M0	0	20
M2	-0.459818943238731	20
M4	-0.844530040054433	20
M6	-0.160296948527502	20
M0	0	21
M2	-0.509030308822025	21
M4	-0.903581352902984	21
M6	-0.703226688984098	21
